,geo_accession,Prediction_Result,Actual_in_Top_3,Actual,Top_Predictions,Disease_Name
98,GSM2277363,Incorrect,Yes,ASTHMA,"[(35.43, 'HYPERSENSITIVITY, IMMEDIATE'), (27.84, 'LUNG DISEASES, OBSTRUCTIVE'), (23.41, 'ASTHMA')]",ASTHMA
99,GSM2277364,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(34.81, 'HYPERSENSITIVITY, IMMEDIATE'), (30.74, 'LUNG DISEASES, OBSTRUCTIVE'), (21.07, 'ASTHMA')]",ASTHMA
100,GSM2277365,Incorrect,Yes,ASTHMA,"[(33.11, 'HYPERSENSITIVITY, IMMEDIATE'), (29.98, 'LUNG DISEASES, OBSTRUCTIVE'), (21.14, 'ASTHMA')]",ASTHMA
101,GSM2277365,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(33.11, 'HYPERSENSITIVITY, IMMEDIATE'), (29.98, 'LUNG DISEASES, OBSTRUCTIVE'), (21.14, 'ASTHMA')]",ASTHMA
102,GSM2277366,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(34.24, 'HYPERSENSITIVITY, IMMEDIATE'), (25.5, 'LUNG DISEASES, OBSTRUCTIVE'), (24.85, 'ASTHMA')]",ASTHMA
103,GSM2277366,Incorrect,Yes,ASTHMA,"[(34.24, 'HYPERSENSITIVITY, IMMEDIATE'), (25.5, 'LUNG DISEASES, OBSTRUCTIVE'), (24.85, 'ASTHMA')]",ASTHMA
104,GSM2277368,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.62, 'HYPERSENSITIVITY, IMMEDIATE'), (33.14, 'LUNG DISEASES, OBSTRUCTIVE'), (19.85, 'ASTHMA')]",ASTHMA
105,GSM2277369,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(37.19, 'HYPERSENSITIVITY, IMMEDIATE'), (27.05, 'LUNG DISEASES, OBSTRUCTIVE'), (23.48, 'ASTHMA')]",ASTHMA
106,GSM1376133,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(32.0, 'LUNG DISEASES, OBSTRUCTIVE'), (30.13, 'HYPERSENSITIVITY, IMMEDIATE'), (22.0, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
107,GSM2277372,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(32.69, 'HYPERSENSITIVITY, IMMEDIATE'), (31.9, 'LUNG DISEASES, OBSTRUCTIVE'), (20.62, 'ASTHMA')]",ASTHMA
108,GSM2277373,Incorrect,Yes,ASTHMA,"[(29.77, 'LUNG DISEASES, OBSTRUCTIVE'), (24.65, 'HYPERSENSITIVITY, IMMEDIATE'), (19.07, 'ASTHMA')]",ASTHMA
109,GSM2277374,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(36.61, 'HYPERSENSITIVITY, IMMEDIATE'), (31.66, 'LUNG DISEASES, OBSTRUCTIVE'), (19.03, 'ASTHMA')]",ASTHMA
110,GSM2277375,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(36.0, 'LUNG DISEASES, OBSTRUCTIVE'), (31.98, 'HYPERSENSITIVITY, IMMEDIATE'), (16.02, 'ASTHMA')]",ASTHMA
111,GSM2277377,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(37.64, 'LUNG DISEASES, OBSTRUCTIVE'), (32.36, 'HYPERSENSITIVITY, IMMEDIATE'), (14.39, 'ASTHMA')]",ASTHMA
112,GSM1376134,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(32.49, 'LUNG DISEASES, OBSTRUCTIVE'), (32.08, 'HYPERSENSITIVITY, IMMEDIATE'), (19.94, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
113,GSM2277377,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(37.64, 'LUNG DISEASES, OBSTRUCTIVE'), (32.36, 'HYPERSENSITIVITY, IMMEDIATE'), (14.39, 'ASTHMA')]",ASTHMA
114,GSM2277379,Incorrect,Yes,ASTHMA,"[(37.99, 'HYPERSENSITIVITY, IMMEDIATE'), (30.78, 'LUNG DISEASES, OBSTRUCTIVE'), (19.46, 'ASTHMA')]",ASTHMA
115,GSM2277383,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(35.24, 'HYPERSENSITIVITY, IMMEDIATE'), (32.95, 'LUNG DISEASES, OBSTRUCTIVE'), (18.56, 'ASTHMA')]",ASTHMA
116,GSM2277384,Incorrect,Yes,ASTHMA,"[(38.78, 'HYPERSENSITIVITY, IMMEDIATE'), (25.62, 'LUNG DISEASES, OBSTRUCTIVE'), (23.82, 'ASTHMA')]",ASTHMA
117,GSM2277385,Incorrect,Yes,ASTHMA,"[(35.61, 'LUNG DISEASES, OBSTRUCTIVE'), (34.13, 'HYPERSENSITIVITY, IMMEDIATE'), (17.01, 'ASTHMA')]",ASTHMA
118,GSM1376136,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(31.79, 'LUNG DISEASES, OBSTRUCTIVE'), (29.88, 'HYPERSENSITIVITY, IMMEDIATE'), (22.32, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
119,GSM2277386,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(35.76, 'HYPERSENSITIVITY, IMMEDIATE'), (31.01, 'LUNG DISEASES, OBSTRUCTIVE'), (20.35, 'ASTHMA')]",ASTHMA
120,GSM2277387,Incorrect,Yes,ASTHMA,"[(37.03, 'HYPERSENSITIVITY, IMMEDIATE'), (29.52, 'LUNG DISEASES, OBSTRUCTIVE'), (20.92, 'ASTHMA')]",ASTHMA
121,GSM2277388,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(37.13, 'HYPERSENSITIVITY, IMMEDIATE'), (31.93, 'LUNG DISEASES, OBSTRUCTIVE'), (18.81, 'ASTHMA')]",ASTHMA
122,GSM2277389,Incorrect,Yes,ASTHMA,"[(33.97, 'HYPERSENSITIVITY, IMMEDIATE'), (25.89, 'LUNG DISEASES, OBSTRUCTIVE'), (24.43, 'ASTHMA')]",ASTHMA
123,GSM2277389,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.97, 'HYPERSENSITIVITY, IMMEDIATE'), (25.89, 'LUNG DISEASES, OBSTRUCTIVE'), (24.43, 'ASTHMA')]",ASTHMA
124,GSM2277389,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(33.97, 'HYPERSENSITIVITY, IMMEDIATE'), (25.89, 'LUNG DISEASES, OBSTRUCTIVE'), (24.43, 'ASTHMA')]",ASTHMA
125,GSM2277390,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(29.47, 'LUNG DISEASES, OBSTRUCTIVE'), (26.74, 'HYPERSENSITIVITY, IMMEDIATE'), (20.4, 'ASTHMA')]",ASTHMA
126,GSM2277391,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(33.51, 'HYPERSENSITIVITY, IMMEDIATE'), (32.86, 'LUNG DISEASES, OBSTRUCTIVE'), (19.24, 'ASTHMA')]",ASTHMA
127,GSM2277392,Incorrect,Yes,ASTHMA,"[(31.25, 'HYPERSENSITIVITY, IMMEDIATE'), (29.26, 'LUNG DISEASES, OBSTRUCTIVE'), (22.15, 'ASTHMA')]",ASTHMA
128,GSM2277394,Incorrect,Yes,ASTHMA,"[(36.87, 'HYPERSENSITIVITY, IMMEDIATE'), (26.24, 'LUNG DISEASES, OBSTRUCTIVE'), (23.87, 'ASTHMA')]",ASTHMA
129,GSM1376138,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(34.65, 'LUNG DISEASES, OBSTRUCTIVE'), (29.85, 'HYPERSENSITIVITY, IMMEDIATE'), (17.57, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
130,GSM2277395,Incorrect,Yes,ASTHMA,"[(33.84, 'HYPERSENSITIVITY, IMMEDIATE'), (33.0, 'LUNG DISEASES, OBSTRUCTIVE'), (18.83, 'ASTHMA')]",ASTHMA
131,GSM2277395,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(33.84, 'HYPERSENSITIVITY, IMMEDIATE'), (33.0, 'LUNG DISEASES, OBSTRUCTIVE'), (18.83, 'ASTHMA')]",ASTHMA
132,GSM2277399,Incorrect,No,CONTROL - AIRWAY EPITHELIAL CELLS,"[(36.81, 'HYPERSENSITIVITY, IMMEDIATE'), (30.43, 'LUNG DISEASES, OBSTRUCTIVE'), (20.45, 'ASTHMA')]",ASTHMA
133,GSM2277400,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(31.63, 'LUNG DISEASES, OBSTRUCTIVE'), (31.57, 'HYPERSENSITIVITY, IMMEDIATE'), (20.93, 'ASTHMA')]",ASTHMA
134,GSM2277402,Incorrect,Yes,ASTHMA,"[(36.22, 'HYPERSENSITIVITY, IMMEDIATE'), (28.22, 'LUNG DISEASES, OBSTRUCTIVE'), (22.41, 'ASTHMA')]",ASTHMA
135,GSM2277402,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(36.22, 'HYPERSENSITIVITY, IMMEDIATE'), (28.22, 'LUNG DISEASES, OBSTRUCTIVE'), (22.41, 'ASTHMA')]",ASTHMA
136,GSM2277403,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(32.46, 'HYPERSENSITIVITY, IMMEDIATE'), (25.36, 'ASTHMA'), (24.28, 'LUNG DISEASES, OBSTRUCTIVE')]",ASTHMA
137,GSM2277405,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(37.3, 'HYPERSENSITIVITY, IMMEDIATE'), (28.96, 'LUNG DISEASES, OBSTRUCTIVE'), (21.71, 'ASTHMA')]",ASTHMA
138,GSM2277406,Incorrect,Yes,ASTHMA,"[(41.01, 'LUNG DISEASES, OBSTRUCTIVE'), (26.67, 'HYPERSENSITIVITY, IMMEDIATE'), (15.86, 'ASTHMA')]",ASTHMA
139,GSM2277406,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(41.01, 'LUNG DISEASES, OBSTRUCTIVE'), (26.67, 'HYPERSENSITIVITY, IMMEDIATE'), (15.86, 'ASTHMA')]",ASTHMA
140,GSM2277407,Incorrect,Yes,ASTHMA,"[(37.48, 'HYPERSENSITIVITY, IMMEDIATE'), (30.93, 'LUNG DISEASES, OBSTRUCTIVE'), (19.79, 'ASTHMA')]",ASTHMA
141,GSM1376141,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(33.8, 'LUNG DISEASES, OBSTRUCTIVE'), (33.66, 'HYPERSENSITIVITY, IMMEDIATE'), (18.19, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
142,GSM2277408,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.8, 'LUNG DISEASES, OBSTRUCTIVE'), (27.71, 'HYPERSENSITIVITY, IMMEDIATE'), (19.16, 'ASTHMA')]",ASTHMA
143,GSM1376142,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(30.94, 'LUNG DISEASES, OBSTRUCTIVE'), (30.89, 'HYPERSENSITIVITY, IMMEDIATE'), (21.15, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
144,GSM2277413,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(38.36, 'HYPERSENSITIVITY, IMMEDIATE'), (31.81, 'LUNG DISEASES, OBSTRUCTIVE'), (17.9, 'ASTHMA')]",ASTHMA
145,GSM2277415,Incorrect,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(34.59, 'LUNG DISEASES, OBSTRUCTIVE'), (31.73, 'HYPERSENSITIVITY, IMMEDIATE'), (18.62, 'ASTHMA')]",ASTHMA
146,GSM2277416,Incorrect,Yes,ASTHMA,"[(33.85, 'HYPERSENSITIVITY, IMMEDIATE'), (28.66, 'LUNG DISEASES, OBSTRUCTIVE'), (21.79, 'ASTHMA')]",ASTHMA
147,GSM2277418,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(36.69, 'HYPERSENSITIVITY, IMMEDIATE'), (33.11, 'LUNG DISEASES, OBSTRUCTIVE'), (18.54, 'ASTHMA')]",ASTHMA
148,GSM1376144,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(36.32, 'LUNG DISEASES, OBSTRUCTIVE'), (32.87, 'HYPERSENSITIVITY, IMMEDIATE'), (16.94, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
149,GSM2277421,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(34.8, 'HYPERSENSITIVITY, IMMEDIATE'), (29.78, 'LUNG DISEASES, OBSTRUCTIVE'), (21.4, 'ASTHMA')]",ASTHMA
150,GSM2277422,Correct,Yes,"HYPERSENSITIVITY, IMMEDIATE","[(35.98, 'HYPERSENSITIVITY, IMMEDIATE'), (31.32, 'LUNG DISEASES, OBSTRUCTIVE'), (19.64, 'ASTHMA')]",ASTHMA
151,GSM2277424,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(33.72, 'HYPERSENSITIVITY, IMMEDIATE'), (26.05, 'LUNG DISEASES, OBSTRUCTIVE'), (25.64, 'ASTHMA')]",ASTHMA
152,GSM2306941,Correct,Yes,CONTROL - LUNG,"[(99.5, 'CONTROL - LUNG'), (0.49, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
153,GSM2306948,Correct,Yes,CONTROL - LUNG,"[(99.93, 'CONTROL - LUNG'), (0.06, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
154,GSM2306955,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.67, 'LUNG DISEASES, INTERSTITIAL'), (0.3, 'CONTROL - LUNG'), (0.02, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
155,GSM2306957,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.97, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
156,GSM1376147,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(31.43, 'LUNG DISEASES, OBSTRUCTIVE'), (27.44, 'HYPERSENSITIVITY, IMMEDIATE'), (19.58, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
157,GSM2306969,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.95, 'LUNG DISEASES, INTERSTITIAL'), (0.04, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
158,GSM2306971,Correct,Yes,CONTROL - LUNG,"[(99.9, 'CONTROL - LUNG'), (0.09, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
159,GSM2306972,Correct,Yes,CONTROL - LUNG,"[(99.53, 'CONTROL - LUNG'), (0.46, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
160,GSM2306977,Correct,Yes,CONTROL - LUNG,"[(99.85, 'CONTROL - LUNG'), (0.15, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
161,GSM2306986,Correct,Yes,CONTROL - LUNG,"[(99.75, 'CONTROL - LUNG'), (0.23, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
162,GSM2306988,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.92, 'LUNG DISEASES, INTERSTITIAL'), (0.06, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
163,GSM2306992,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.96, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
164,GSM1376149,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(36.44, 'HYPERSENSITIVITY, IMMEDIATE'), (33.17, 'LUNG DISEASES, OBSTRUCTIVE'), (16.32, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
165,GSM2306995,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.96, 'LUNG DISEASES, INTERSTITIAL'), (0.03, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.0, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
166,GSM2306998,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.96, 'LUNG DISEASES, INTERSTITIAL'), (0.03, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
167,GSM2307003,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.89, 'LUNG DISEASES, INTERSTITIAL'), (0.05, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.03, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
168,GSM2307006,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.94, 'LUNG DISEASES, INTERSTITIAL'), (0.05, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
169,GSM1376150,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(36.91, 'LUNG DISEASES, OBSTRUCTIVE'), (29.57, 'HYPERSENSITIVITY, IMMEDIATE'), (16.66, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
170,GSM2307007,Correct,Yes,CONTROL - LUNG,"[(99.9, 'CONTROL - LUNG'), (0.1, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
171,GSM2307008,Correct,Yes,CONTROL - LUNG,"[(99.77, 'CONTROL - LUNG'), (0.2, 'LUNG DISEASES, INTERSTITIAL'), (0.03, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
172,GSM2307010,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.99, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.0, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
173,GSM2307014,Correct,Yes,CONTROL - LUNG,"[(99.74, 'CONTROL - LUNG'), (0.25, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
174,GSM2307015,Correct,Yes,CONTROL - LUNG,"[(99.53, 'CONTROL - LUNG'), (0.45, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
175,GSM1376151,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(28.16, 'ASTHMA'), (22.91, 'LUNG DISEASES, OBSTRUCTIVE'), (22.17, 'HYPERSENSITIVITY, IMMEDIATE')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
176,GSM2307019,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.98, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
177,GSM2307022,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.97, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
178,GSM2307030,Correct,Yes,CONTROL - LUNG,"[(99.67, 'CONTROL - LUNG'), (0.32, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
179,GSM2307032,Correct,Yes,CONTROL - LUNG,"[(99.94, 'CONTROL - LUNG'), (0.05, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
180,GSM2307036,Correct,Yes,CONTROL - LUNG,"[(99.82, 'CONTROL - LUNG'), (0.17, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
181,GSM2307037,Correct,Yes,CONTROL - LUNG,"[(99.65, 'CONTROL - LUNG'), (0.33, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
182,GSM2307038,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.96, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
183,GSM2307047,Correct,Yes,CONTROL - LUNG,"[(99.53, 'CONTROL - LUNG'), (0.46, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
184,GSM2307051,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.9, 'LUNG DISEASES, INTERSTITIAL'), (0.08, 'CONTROL - LUNG'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS')]",IDIOPATHIC PULMONARY FIBROSIS
185,GSM2307052,Correct,Yes,CONTROL - LUNG,"[(99.72, 'CONTROL - LUNG'), (0.27, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
186,GSM2307054,Correct,Yes,CONTROL - LUNG,"[(99.8, 'CONTROL - LUNG'), (0.18, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
187,GSM2307055,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.97, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
188,GSM2307059,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.96, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
189,GSM1275178,Incorrect,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(32.98, 'HYPERSENSITIVITY, IMMEDIATE'), (30.34, 'LUNG DISEASES, OBSTRUCTIVE'), (20.83, 'ASTHMA')]",ALLERGIC ASTHMA
190,GSM1376155,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(35.12, 'LUNG DISEASES, OBSTRUCTIVE'), (31.69, 'HYPERSENSITIVITY, IMMEDIATE'), (16.44, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
191,GSM2307076,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.97, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
192,GSM1376157,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(30.94, 'LUNG DISEASES, OBSTRUCTIVE'), (30.2, 'HYPERSENSITIVITY, IMMEDIATE'), (23.32, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
193,GSM2307083,Correct,Yes,CONTROL - LUNG,"[(99.94, 'CONTROL - LUNG'), (0.05, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
194,GSM2307085,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.98, 'LUNG DISEASES, INTERSTITIAL'), (0.02, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.0, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
195,GSM2307086,Correct,Yes,CONTROL - LUNG,"[(99.78, 'CONTROL - LUNG'), (0.21, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
196,GSM1376158,Correct,Yes,"LUNG DISEASES, OBSTRUCTIVE","[(35.6, 'LUNG DISEASES, OBSTRUCTIVE'), (31.46, 'HYPERSENSITIVITY, IMMEDIATE'), (15.75, 'ASTHMA')]",CHRONIC OBSTRUCTIVE PULMONARY DISEASE
197,GSM2307095,Correct,Yes,CONTROL - LUNG,"[(98.45, 'CONTROL - LUNG'), (1.53, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
198,GSM2307096,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.95, 'LUNG DISEASES, INTERSTITIAL'), (0.03, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.01, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
199,GSM2307098,Correct,Yes,"LUNG DISEASES, INTERSTITIAL","[(99.93, 'LUNG DISEASES, INTERSTITIAL'), (0.03, 'CONTROL - PRIMARY HUMAN ALVEOLAR EPITHELIAL CELLS'), (0.03, 'CONTROL - LUNG')]",IDIOPATHIC PULMONARY FIBROSIS
200,GSM2307099,Correct,Yes,CONTROL - LUNG,"[(99.96, 'CONTROL - LUNG'), (0.03, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
201,GSM2307100,Correct,Yes,CONTROL - LUNG,"[(99.68, 'CONTROL - LUNG'), (0.3, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
202,GSM2307104,Correct,Yes,CONTROL - LUNG,"[(99.41, 'CONTROL - LUNG'), (0.57, 'LUNG DISEASES, INTERSTITIAL'), (0.01, 'CONTROL - FIBROBLASTS')]",IDIOPATHIC PULMONARY FIBROSIS
