"study ID","Disease Name","Tissue/Cell Type","Data Source","Data Type","Organism","# DEGs"
"DSA07612","Multiple Sclerosis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07613","Multiple Sclerosis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07614","Rheumatoid Arthritis","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07615","Systemic Lupus Erythematosus","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07618","Sjogren's Syndrome","Whole blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA07737","Multiple Sclerosis","Spinal cord endothelial cells","GEO","RNA-Seq","Mus musculus","1000"
"DSA07765","Asthma","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA07769","Multiple Sclerosis","Spinal cord endothelial cells","GEO","RNA-Seq","Mus musculus","1000"
"DSA07870","Multiple Sclerosis","Spleen;lymph node","GEO","RNA-Seq","Mus musculus","2"
"DSA07914","T-Cell Lymphoma","Spleen","GEO","RNA-Seq","Mus musculus","667"
"DSA07915","T-Cell Lymphoma","Spleen","GEO","RNA-Seq","Mus musculus","1000"
"DSA07916","T-Cell Lymphoma","CD4+ T Cells","GEO","RNA-Seq","Mus musculus","359"
"DSA07917","T-Cell Lymphoma","CD4+ T Cells","GEO","RNA-Seq","Mus musculus","1000"
"DSA07918","T-Cell Lymphoma","CD4+ T Cells","GEO","RNA-Seq","Mus musculus","286"
"DSA07919","T-Cell Lymphoma","CD4+ T Cells","GEO","RNA-Seq","Mus musculus","1000"
"DSA07961","Lupus Erythematosus","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA08009","Experimental Autoimmune Encephalomyelitis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA08053","Atopic Dermatitis","Skin","GEO","RNA-Seq","Mus musculus","705"
"DSA08062","B-Cell Lymphomas","Spleen","GEO","Microarray","Mus musculus","931"
"DSA08217","B-Cell Lymphomas","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA08218","B-Cell Lymphomas","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA08219","B-Cell Lymphomas","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA08263","Immune Dysfunction","Brown adipose tissue","GEO","Microarray","Mus musculus","436"
"DSA08272","Asthma","Cord blood mononuclear cells (CBMC)","GEO","RNA-Seq","Homo sapiens","29"
"DSA08316","Atopic Dermatitis, Chronic","Skin","GEO","RNA-Seq","Mus musculus","1000"
"DSA08317","Atopic Dermatitis, Chronic","Lung","GEO","RNA-Seq","Mus musculus","204"
"DSA08410","Eosinophilic Granulomatosis With Polyangiitis","Lung","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08462","Type 1 Diabetes","Hypothalamus","GEO","Microarray","Mus musculus","263"
"DSA08463","Type 1 Diabetes","Hypothalamus","GEO","Microarray","Mus musculus","249"
"DSA08479","Asthma","Null","GEO","Microarray","Homo sapiens","141"
"DSA08495","Allergy","Peyer's Patches","GEO","Microarray","Mus musculus","0"
"DSA08496","Allergy","Peyer's Patches","GEO","Microarray","Mus musculus","0"
"DSA08601","Lymphoma","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA08630","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","766"
"DSA08631","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA08654","Type 1 Diabetes","Knee joint","GEO","RNA-Seq","Mus musculus","1000"
"DSA08655","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","0"
"DSA08656","Asthma","CD4 T cells","GEO","Microarray","Homo sapiens","1000"
"DSA08676","Asthma","Primary bronchial epithelial cells","GEO","RNA-Seq","Homo sapiens","65"
"DSA08677","Asthma","Primary bronchial epithelial cells","GEO","RNA-Seq","Homo sapiens","305"
"DSA08717","Asthma","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08721","Allergy","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08722","Asthma","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08725","Allergy","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA08726","Experimental Autoimmune Encephalomyelitis","Spinal cord","GEO","RNA-Seq","Mus musculus","1000"
"DSA08727","Experimental Autoimmune Encephalomyelitis","Spinal cord","GEO","RNA-Seq","Mus musculus","371"
"DSA08730","Multiple Sclerosis","CSF Tfh cells","GEO","RNA-Seq","Homo sapiens","0"
"DSA08735","Multiple Sclerosis","Blood mononuclear cells","GEO","Microarray","Homo sapiens","5"
"DSA08737","Multiple Sclerosis Nos","Blood mononuclear cells","GEO","Microarray","Homo sapiens","0"
"DSA08742","Rheumatoid Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA08743","Rheumatoid Arthritis","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","24"
"DSA08774","Hodgkin Lymphoma","Adipose tissue","GEO","Microarray","Homo sapiens","1000"
"DSA08782","Hodgkin Lymphoma","Bone marrow","GEO","Microarray","Homo sapiens","1000"
"DSA08792","Ataxia-Telangiectasia","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","23"
"DSA08795","Type 1 Diabetes","Null","GEO","RNA-Seq","Homo sapiens","233"
"DSA08796","Type 1 Diabetes","Null","GEO","RNA-Seq","Homo sapiens","615"
"DSA08797","Type 1 Diabetes","Null","GEO","RNA-Seq","Homo sapiens","653"
"DSA08798","Sjogren's Syndrome","Salivary gland","GEO","Microarray","Homo sapiens","0"
"DSA08799","Sjogren's Syndrome","Salivary gland","GEO","Microarray","Homo sapiens","2"
"DSA08800","Sjogren's Syndrome","Salivary gland","GEO","Microarray","Homo sapiens","48"
"DSA08802","Asthma","Blood Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","0"
"DSA08804","Asthma","Bronchus","GEO","Microarray","Homo sapiens","971"
"DSA08805","Asthma","Bronchus","GEO","Microarray","Homo sapiens","1000"
"DSA08806","Asthma","Bronchus","GEO","Microarray","Homo sapiens","923"
"DSA08809","Mycosis Fungoides","Skin","GEO","Microarray","Homo sapiens","599"
"DSA08810","Mycosis Fungoides","Skin","GEO","Microarray","Homo sapiens","590"
"DSA08822","HIV-Associated Neurocognitive Disorder","Null","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA08823","HIV-Associated Neurocognitive Disorder","Null","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA08829","Graft Versus Host Disease","Null","GEO","RNA-Seq","Mus musculus","1"
"DSA08839","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA08840","Experimental Autoimmune Encephalomyelitis","Retina","GEO","RNA-Seq","Mus musculus","46"
"DSA08847","Multiple Sclerosis","Spinal cord","GEO","RNA-Seq","Mus musculus","198"
"DSA08852","Systemic Lupus Erythematosus","Null","GEO","Microarray","Homo sapiens","24"
"DSA08868","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA08869","Asthma","Alveolar macrophages","GEO","RNA-Seq","Homo sapiens","954"
"DSA08881","Sjogren's Syndrome","Peripheral blood leukocytes","GEO","RNA-Seq","Homo sapiens","162"
"DSA08883","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","1000"
"DSA08894","Asthma","Bronchial epithelial cells","GEO","Microarray","Homo sapiens","0"
"DSA08938","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","319"
"DSA08939","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","383"
"DSA08940","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","510"
"DSA08941","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","115"
"DSA08942","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","10"
"DSA09057","Myasthenia Gravis","Thymus","GEO","Microarray","Homo sapiens","0"
"DSA09058","Myasthenia Gravis","Thymus","GEO","Microarray","Homo sapiens","426"
"DSA09087","T-Cell Lymphoma","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09088","T-Cell Lymphoma","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09089","Asthma","Airway smooth muscle","GEO","Microarray","Mus musculus","0"
"DSA09158","Type 1 Diabetes","Liver","GEO","Microarray","Mus musculus","1000"
"DSA09268","Asthma","Lung","GEO","Microarray","Homo sapiens","0"
"DSA09269","Chronic Lymphocytic Leukemia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA09270","Chronic Lymphocytic Leukemia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA09271","Chronic Lymphocytic Leukemia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA09272","Polyarticular Juvenile Idiopathic Arthritis","Blood","GEO","Microarray","Homo sapiens","505"
"DSA09279","Burkitt Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","1000"
"DSA09280","Polyarticular Juvenile Idiopathic Arthritis","Blood","GEO","Microarray","Homo sapiens","462"
"DSA09281","Polyarticular Juvenile Idiopathic Arthritis","Blood","GEO","Microarray","Homo sapiens","0"
"DSA09293","Mantle Cell Lymphoma","B splenocytes","GEO","Microarray","Mus musculus","470"
"DSA09294","Lymphoma","Bone marrrow;spleen","GEO","Microarray","Mus musculus","1000"
"DSA09295","Lymphoma","Bone marrrow;spleen","GEO","Microarray","Mus musculus","820"
"DSA09338","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09339","Diffuse Large B-Cell Lymphoma","Lymph node","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09340","Follicular Lymphoma","Lymph node","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09347","Allergic Asthma","Blood","GEO","RNA-Seq","Homo sapiens","11"
"DSA09348","Allergic Asthma","Blood","GEO","RNA-Seq","Homo sapiens","90"
"DSA09349","Allergy","Blood","GEO","RNA-Seq","Homo sapiens","22"
"DSA09353","Multiple Sclerosis","Spinal cord","GEO","scRNA-Seq","Mus musculus","1000"
"DSA09354","Multiple Sclerosis","Spinal cord","GEO","scRNA-Seq","Mus musculus","1000"
"DSA09366","Multiple Myeloma","Mesenchymal stromal cell","GEO","Microarray","Homo sapiens","1000"
"DSA09384","Systemic Lupus Erythematosus","Thymus","GEO","RNA-Seq","Mus musculus","1000"
"DSA09385","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","100"
"DSA09392","Systemic Juvenile Idiopathic Arthritis","Monocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09393","Systemic Juvenile Idiopathic Arthritis","Monocytes","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09401","Asthma","Bronchus","GEO","Microarray","Homo sapiens","116"
"DSA09402","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA09406","T Cell Prolymphocytic Leukemia","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA09408","Cutaneous T Cell Lymphoma","Skin","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA09412","Asthma","Sputum","GEO","Microarray","Homo sapiens","0"
"DSA09414","Vogt-Koyanagi-Harada Disease","Peripheral blood mononuclear cells (PBMCs)","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA09425","Asthma","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA09426","Asthma","Lung","GEO","RNA-Seq","Mus musculus","1000"
"DSA09439","Systemic Lupus Erythematosus","Skin","GEO","RNA-Seq","Homo sapiens","320"
"DSA09440","Systemic Lupus Erythematosus","Skin","GEO","RNA-Seq","Homo sapiens","0"
"DSA09441","Systemic Lupus Erythematosus","Skin","GEO","RNA-Seq","Homo sapiens","0"
"DSA09445","T-Cell Acute Lymphoblastic Leukemia","Null","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09447","Adult T-Cell Leukemia","Blood","GEO","Microarray","Homo sapiens","1000"
"DSA09454","Myeloma","Natural killer cells","GEO","Microarray","Homo sapiens","2"
"DSA09455","Myeloma","Natural killer cells","GEO","Microarray","Homo sapiens","0"
"DSA09456","Follicular Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","161"
"DSA09457","Follicular Lymphoma","Lymph node","GEO","Microarray","Homo sapiens","477"
"DSA09473","Chronic Lymphocytic Leukemia","Peripheral lymphocytes","GEO","Microarray","Homo sapiens","1000"
"DSA09513","Lymphoplasmacytic Lymphoma","Lymphocytes","GEO","Microarray","Homo sapiens","1000"
"DSA09528","Multiple Sclerosis","Spinal cord","GEO","Microarray","Homo sapiens","0"
"DSA09542","Lymphangioleiomyomatosis","Null","GEO","Microarray","Homo sapiens","1000"
"DSA09552","Ophthalmopathies Thyroid Assoc","Lacrimal gland","GEO","Microarray","Homo sapiens","1000"
"DSA09553","Ophthalmopathies Thyroid Assoc","Anterior orbit","GEO","Microarray","Homo sapiens","221"
"DSA09556","Granulomatosis With Polyangiitis","Anterior orbit","GEO","Microarray","Homo sapiens","1000"
"DSA09633","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA09659","B-Cell Acute Lymphoblastic Leukemia","Bone marrow","GEO","Microarray","Mus musculus","1000"
"DSA09660","T-Cell Acute Lymphoblastic Leukemia","Spleen","GEO","Microarray","Mus musculus","1000"
"DSA09661","T-Cell Acute Lymphoblastic Leukemia","Thymus","GEO","Microarray","Mus musculus","1000"
"DSA09673","Type 1 Diabetes","Human primary peripheral blood mononuclear cells","GEO","Microarray","Homo sapiens","17"
"DSA09679","Rheumatoid Arthritis","Synovium","GEO","Microarray","Homo sapiens","1000"
"DSA09683","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA09684","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA09685","Chronic Lymphocytic Leukemia","Peripheral blood","GEO","Microarray","Homo sapiens","1000"
"DSA09688","Juvenile Idiopathic Arthritis","Whole blood","GEO","Microarray","Homo sapiens","954"
"DSA09689","Rheumatoid Arthritis","Synovium","GEO","Microarray","Homo sapiens","938"
"DSA09735","Granulomatosis With Polyangiitis","Primary t-cells","GEO","Microarray","Homo sapiens","743"
"DSA09736","Granulomatosis With Polyangiitis","Primary t-cells","GEO","Microarray","Homo sapiens","17"
"DSA09737","Granulomatosis With Polyangiitis","Primary t-cells","GEO","Microarray","Homo sapiens","233"
"DSA09741","Non-Hodgkins Lymphoma","Whole blood","GEO","Microarray","Homo sapiens","571"
"DSA09746","Rheumatoid Arthritis","CD4+ T cells from Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA09747","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA09748","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA09749","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA09750","Atopic Dermatitis","Skin","GEO","Microarray","Homo sapiens","0"
"DSA09771","Chronic Idiopathic Urticaria","Skin","GEO","Microarray","Homo sapiens","1000"
"DSA09774","Systemic Juvenile Idiopathic Arthritis","Whole blood","GEO","Microarray","Homo sapiens","0"
"DSA09784","T-Cell Acute Lymphoblastic Leukemia","Thymus","GEO","Microarray","Mus musculus","1000"
"DSA09792","Rheumatoid Arthritis","Primary cells","GEO","Microarray","Homo sapiens","40"
"DSA09793","Rheumatoid Arthritis","Primary cells","GEO","Microarray","Homo sapiens","94"
"DSA09830","Rheumatoid Arthritis","Blood","GEO","Microarray","Homo sapiens","27"
"DSA09832","Large Granular Lymphocytic Leukemia","T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09835","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","99"
"DSA09836","Rheumatoid Arthritis","Blood","GEO","Microarray","Homo sapiens","67"
"DSA09838","Systemic Lupus Erythematosus","Blood","GEO","Microarray","Homo sapiens","54"
"DSA09869","Atopic Dermatitis","Skin","GEO","RNA-Seq","Homo sapiens","317"
"DSA09870","Atopic Dermatitis","Dermis","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09871","Atopic Dermatitis","Epidermis","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09891","Maculopapular Lesion","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09892","Maculopapular Lesion","Skin","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09898","Juvenile Idiopathic Arthritis","T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09899","Juvenile Idiopathic Arthritis","T cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09917","Lymphoma","Mammary epithelial cell","GEO","Microarray","Homo sapiens","969"
"DSA09919","Lymphoma","Mammary epithelial cell","GEO","Microarray","Homo sapiens","1000"
"DSA09920","Lymphoma","Mammary epithelial cell","GEO","Microarray","Homo sapiens","773"
"DSA09944","Acute Lymphoblastic Leukemia","CD45+CD19+ cells","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09968","Lymphoma","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA09988","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","333"
"DSA09989","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","35"
"DSA09990","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","27"
"DSA09991","Type 1 Diabetes","Pancreas","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10004","Systemic Lupus Erythematosus","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10011","Sjogren's Syndrome","Bone marrow","GEO","scRNA-Seq","Mus musculus","1000"
"DSA10014","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10015","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10016","Systemic Lupus Erythematosus","Peripheral blood mononuclear cells (PBMCs)","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10019","Systemic Lupus Erythematosus","B Cell","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA10056","Monoclonal Gammopathy of Undetermined Significance","Bone marrow","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA10057","Multiple Myeloma","Bone marrow","GEO","scRNA-Seq","Homo sapiens","1000"
"DSA10064","Acquired Immunodeficiency Syndrome","Primary CD4 positive T-cell","GEO","Microarray","Homo sapiens","0"
"DSA10065","Acquired Immunodeficiency Syndrome","Primary CD4 positive T-cell","GEO","Microarray","Homo sapiens","50"
"DSA10066","Acquired Immunodeficiency Syndrome","Primary CD4 positive T-cell","GEO","Microarray","Homo sapiens","0"
"DSA10077","Asthma","Lung","GEO","scRNA-Seq","Mus musculus","111"
"DSA10082","Acute Lymphoblastic Leukemia","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10083","Acute Lymphoblastic Leukemia","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10084","Acute Lymphoblastic Leukemia","Peripheral blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10089","Asthma","Bronchia","GEO","RNA-Seq","Homo sapiens","0"
"DSA10090","Asthma","Bronchia","GEO","RNA-Seq","Homo sapiens","0"
"DSA10093","Lymphoma","Splenic B cells (B220+YFP+)","GEO","RNA-Seq","Homo sapiens","341"
"DSA10120","Lymphoma","Splenic B cells (B220+YFP+)","GEO","RNA-Seq","Homo sapiens","551"
"DSA10122","Acute Graft Versus Host Disease","Peripheral blood","GEO","Microarray","Homo sapiens","0"
"DSA10124","Systemic-Onset Juvenile Idiopathic Arthritis","Peripheral blood","GEO","Microarray","Homo sapiens","8"
"DSA10125","Systemic Lupus Erythematosus","Cortex","GEO","Microarray","Mus musculus","89"
"DSA10126","Systemic Lupus Erythematosus","Cortex","GEO","Microarray","Mus musculus","1000"
"DSA10128","Juvenile Idiopathic Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10129","Juvenile Idiopathic Arthritis","Blood","GEO","RNA-Seq","Homo sapiens","142"
"DSA10131","Acquired Immunodeficiency Syndrome","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10132","Acquired Immunodeficiency Syndrome","Blood","GEO","RNA-Seq","Homo sapiens","1000"
"DSA10183","Diffuse Large B-Cell Lymphoma","Diffuse large B cell (DLBCL)","GEO","Microarray","Homo sapiens","1000"
"DSA10199","Adult T-Cell Leukemia","Null","GEO","Microarray","Homo sapiens","0"
"DSA10202","Rheumatoid Arthritis","Synovial fluid","GEO","Microarray","Homo sapiens","911"
"DSA10209","Hyper-Ige Syndrome","Peripheral blood mononuclear cells (PBMCs)","GEO","Microarray","Homo sapiens","1000"
"DSA10210","Hyper-Ige Syndrome","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","1000"
"DSA10211","Hyper-Ige Syndrome","Polymorphonuclear leukocytes","GEO","Microarray","Homo sapiens","1000"
"DSA10214","Multiple Sclerosis","Brain","GEO","Microarray","Homo sapiens","0"
"DSA10226","Diffuse Large B-Cell Lymphoma","Endothelium cells","GEO","Microarray","Homo sapiens","0"
"DSA10227","Peripheral T-Cell Lymphoma","Endothelium cells","GEO","Microarray","Homo sapiens","0"
"DSA10245","Cutaneous T Cell Lymphoma","Null","GEO","Microarray","Homo sapiens","1000"
"DSA10253","Multiple Myeloma","Null","GEO","Microarray","Mus musculus","1000"
"DSA10259","Rheumatoid Arthritis","Synovium","GEO","Microarray","Homo sapiens","31"
"DSA10261","Monoclonal Gammopathy of Undetermined Significance","Purified plasma cells (PCs)","GEO","Microarray","Homo sapiens","11"
"DSA10262","Multiple Myeloma","Purified plasma cells (PCs)","GEO","Microarray","Homo sapiens","311"
"DSA10263","Plasma Cell Leukemia","Purified plasma cells (PCs)","GEO","Microarray","Homo sapiens","1000"
